Titulo,Artista,Album,Ano,Letra
O Lixo E O Luxo,Charlie Brown Jr,,,"Não vou mais me importar falar de mim Eu sou, eu nasci, eu me criei assim Estar com quem eu gosto é o que me faz feliz Eu conheço o lixo e o luxo Sei quanto vale uma vida, eu vivo a vida, eu vivo a vida Ela deve ser vivida com liberdade Eu já fiz a guerra eu já fiz a paz Eu já fiz a guerra eu já fiz a paz Eu sou o lixo, eu sou o luxo Eu sou o ódio, eu sou o amor Eu sou o lixo, eu sou o luxo Eu sou o ódio, eu sou o amor Não vou mais me importar falar de mim Eu sou, eu nasci, eu me criei assim Estar com quem eu gosto é o que me faz feliz Eu conheço o lixo, o luxo Sei quanto vale uma vida, eu vivo a vida, eu vivo a vida Ela deve ser vivida com liberdade Eu já fiz a guerra eu já fiz a paz Eu já fiz a guerra eu já fiz a paz Eu sou o lixo, eu sou o luxo Eu sou o ódio, eu sou o amor Eu sou o lixo, eu sou o luxo Eu sou o ódio, eu sou o amor Sede de vida Tantos sonhos estranhos Aprendendo a lidar com as perdas Correndo atrás dos ganhos Vivemos e amamos de maneira errada Ganhando a vida no mundão Vivendo a vida na estrada Oh! Liberdade!"
O Mundo Explodiu Lá Fora,Charlie Brown Jr,Imunidade Musical,2005,O mundo explodiu lá fora A vida não é mais como devia ser O futuro é aqui agora Você sorri mais uma noite mesmo sem saber Pra onde vai esse mundo hostil Vivo pra acreditar que um dia a vida vai mudar Mas realmente é muito difícil Uma visão otimista do mundo em que vivo Vendo várias pessoas no lixo Voltamos a viver como bichos Voltamos ao início do fanatismo ao sacrifício Síndrome da dúvida absoluta Um bom guerreiro Não foge à luta!  (postado por Jeh)
O Nosso Blues,Charlie Brown Jr,Imunidade Musical,2005,"Jogo baixo não me atinge E na minha eu vou que vou Me sinto muito bem Quando vejo o pôr do sol Vou te levar pra ver o mundo, baby Quero te mostrar meu novo invento We got the moves We got the lights We're gonna blow the house down Vinha pela rua no meu passo sossegado Quando eu vi parar do lado um belo carro importado Eles fumavam fat joint e ouviam som bem alto Maloqueiro quando tem estilo rouba a cena de assalto Então desceram todos vieram me cumprimentar Me convidaram pra uma festa que numa mansão ia rolar Eu fui com fé, eu fui na barca Porque sei que o mundo vai acabar Eu adoro uma mesa farta e várias garotas vão estar lá Viver bem é um vício que tenho Não nego isso a ninguém Eu faço o que eu quero fazer Depois eu durmo igual neném You go dancing to this feeling Keep on running into the floor You're walking on the rain But you are waiting for the sun You got to keep moving If you really wanna flip the table We got the moves We got the lights We're gonna blow the House down  (postado por Lima)"
O Penetra,Charlie Brown Jr,Nadando com os Tubarões,2000,"Nem vou te lembrar dos motivos que me trazem até aqui Mas, dizem que eles disseram bem melhor Mas, eu nem vi Não, não me convidaram mas, entrei tô dentro agora eu sei Vou te falar dos poderes de outra lei Você é todo sofisticado vai na hora E paga em cheque Olha para mim, de um jeito como se eu fosse algum pivete Tiroteio, gangue, rio que corre sangue Hoje a noite vai ser louca Eu quero fugir daqui Talvez eu já nem lembre mais das coisas como eram Mas talvez agora eu saiba bem o que é bom pra mim Esqueceram de me avisar Nem olhou pra trás mas,bem que eu não me importei O excesso me faz sonhar Correr atrás! Nem vou lembrar dos motivos que me trazem até aqui Mas, dizem que eles disseram bem melhor Mas, eu nem vi Não, não me convidaram mas, entrei tô dentro agora eu sei Vou falar dos poderes de outra a lei Você é todo sofisticado vai na hora E paga em cheque Olha para mim de um jeito como se eu fosse algum pivete Tiroteio, gangue o que corre sangue Hoje a noite vai ser louca Eu quero fugir daqui... Talvez eu já nem lembre mais das coisas como eram Mas talvez agora eu saiba bem o que é bom pra mim Esqueceram de me avisar Nem olhou pra trás mas, Bem que eu não me importei o excesso me faz sonhar Correr atrás! O excesso me faz sonhar O excesso me faz sonhar O excesso me faz sonhar Bem que eu não me importei Bem que eu não me importei Tiroteio, gangue, rio que corre sangue Hoje a noite vai ser louca Eu quero fugir daqui Tiroteio, gangue, rio que corre sangue Hoje a noite vai ser louca Eu quero fugir daqui"
O Preço,Charlie Brown Jr,Acústico MTV - Charlie Brown Jr.,2003,"Como era difícil acreditar Que eu ia chegar onde estou Que minha vida ia mudar, e mudou Dificuldade então Passava eu, meu pai, minha família e meus irmãos Sem perceber larguei a escola E fui pra rua aprender Andar de skate, tocar é Corri pra ver o mar Fui atrás do que quis É sabia só assim podia ser feliz Eu quero ser feliz Quem não quer ser feliz, me diz? Então é preciso chegar em algum lugar Ter algo bom pra comer e algum Lugar pra se morar Satisfeito então, Eu faço a preza pros irmão Consciente, pé no chão Daqui nada se leva, De coração eu faço a preza Refrão: Existe sempre um outro jeito De se poder chegar Existe sempre um outro jeito De se poder chegar Existe sim, sangue bom Sempre sonhei em fazer O som que fosse a cara E então poder chegar em algum lugar Ver a garota sorrir A galera pular, a multidão a me chamar Aqui lindo está... iê. Dizem que ele é bom Eu também mostro quem eu sou Aquele mano se ligou Se ele não, demorou Os manos ali detrás Podem ensinar você Dizem que ele é bom Eu também mostro quem eu sou Aquele mano se ligou Se ele não, demorou Os manos ali detrás (kit one breake) Dei um trocado pra um pivete no farol Olhei pro lado tava o pai, pensei ""velho filho da puta, explorador!"" Mas vai saber...sei lá...cada um tem sua história Eu tô aqui pra aprender, não pra julgar Quem pode me julgar? Pelo menos desde cedo o pivete Vai a aprender a se vira Graças a Deus, eu não tive um pai assim Meu pai um grande homem, Me ensinou como ser homem também Longe do velho eu passei fome Isso é passado, amém Mas eu tive quem sempre Olhou por mim... Existe sempre um outro jeito De se poder chegar Existe sempre um outro jeito De se poder chegar Existe sim, sangue bom Sempre sonhei em fazer O som que fosse a cara E então poder chegar em algum lugar Ver a garota sorrir A galera pular, a multidão a me chamar Aqui lindo está... iê. Dizem que ele é bom Eu também mostro quem eu sou Aquele mano se ligou Se ele não, demorou Os manos ali detrás Podem ensinar você Dizem que ele é bom Eu também mostro quem eu sou Aquele mano se ligou Se ele não, demorou O preço"
O Que É da Casa É da Casa / Papo Reto,Charlie Brown Jr,Acústico MTV - Charlie Brown Jr.,2003,"O que é da casa, é da casa eu tô na veia, eu tô na área Meu irmão Xota da índia massacô coro dentro do veneno do cão Não vou ficar explicando não! Basta tu prestar mais atenção tu vai em festa que só entra quem não presta Olha pra cara do sujeito, quer saber se o cara manda bem Ele te prova quem é, mostrando a base que tem Vagabundo do skate não tem pra ninguém! Não tem prá ninguém! (4x) É bem por isso que tu vai encontrar Charlie Brown, on the house Meu irmão qual é, que há? É bem por isso que tu vai perceber que o que é da casa ladrão lá alguém sempre vai levar! (2x) Lá alguém sempre vai levar! (5x) Porra! O otário eu te avisar, o intelecto de cu é rola Você deixou ela de lado pra falar, com seus amigos, Sobre suas coisas chatas, Ela deu brecha, eu me aproximei, por que eu me fortaleço é nas suas falhas Ela estava ali sozinha, querendo atenção, e alguém pra conversar Você deixou ela de lado, vai pagar pelos mancada, pode acreditar Então: Já era eu vou fazer do jeito que ela não vai esquecer já era eu vou fazer do jeito que ela não vai esquecer O otário eu te avisar, o intelecto de cu é rola Você falou pra ela que eu sou louco e canto mal Que não presto que eu sou um marginal Que eu não tenho educação, que eu só falo palavrão E pra socialait eu não tenho vocação Sei que isso tudo é verdade Mais, quero que se foda essa porra de sociedade Pago minhas contas, sou limpinho, não sou como você filho da puta, viadinho Já era eu vou fazer do jeito que ela não vai esquecer Se for já era eu vou fazer do jeito que ela não vai esquecer Mexeu com a família, agora se vira segura a seqüencia, essa é minha quadrilha Charlie Brown Você deixou ela de lado pra falar, com seus amigos, Como é que é rapaziada, eu quero ouvir: Sobre suas coisas chatas, Ela deu brecha, eu me aproximei, por que eu me fortaleço é nas suas falhas Ela estava ali sozinha, querendo atenção, e alguém pra conversar Você deixou ela de lado, vai pagar pelos mancada, pode acreditar Então: Já era eu vou fazer do jeito que ela não vai esquecer Se for já era eu vou fazer do jeito que ela não vai esquecer Se não quiser ficar só, cuide dela bem melhor Ou vai ficar só o pó! Ou vai ficar só o pó Ferro na boneca, pedrada na vidraça Tudo que eu tenho, eu conquistei na raça Eu não sou simpático a ninguém, Hoje eu vou de limusine mais eu já andei de trem."
"O Que É da Casa, É da Casa",Charlie Brown Jr,Preço Curto... Prazo Longo,1999,"O que é da casa, é da casa eu tô na veia, eu tô na área Meu irmão já tô daí! Já mano saco no pau dentro veneno do cão Não vou ficar explicando não! Basta tu prestar mas atenção tu vai em festa que só entra quem não presta Não vou com a cara do sujeito, quer saber se o cara manda bem Ele te prova quem é, mostrando a base que tem Vagabundo do skate! Não tem prá ninguém! É bem por isso que tu vai encontrar Charlie Brown, In Tha House Meu irmão qual é, que há? É bem por isso que tu vai perceber que o que é da casa ladrão logo o seu ele vai levar! Logo o seu ele vai levar, logo seu ele vai levar logo o seu ele vai levar, logo o seu ele vai levar logo o seu ele vai levar!"
O Que Ela Gosta é de Barriga,Charlie Brown Jr,"Ritmo, Ritual e Responsa",2007,"O que me importa é saber que ela tem uma segunda intenção, Eu vejo no seu olhar Eu não me importo de levar suas toalhas se você ficar molhada, eu to aqui pra enxugar Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais Ouvindo um som, tomando um sol e olhando o mar, Com água na boca, esperando ela passar, Eu não me importo de levar suas toalhas se você ficar molhada, eu to aqui pra enxugar Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais Ouvindo um som, olhando o mar, Com água na boca, esperando ela passar Eu to feliz porque ela veio, se ela veio, ela me trouxe Eu também tenho o que ela quer, ta ligado é um bom negócio Me tira do sufoco desse mundo que é louco Sou louco e muito de você pra mim é pouco Me tira do sufoco desse mundo que é louco Sou louco e muito de você pra mim é pouco Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais Do que ela gosta Eu tenho até demais"
O Universo A Nosso Favor,Charlie Brown Jr,"Ritmo, Ritual e Responsa",2007,"Meus olhos hoje brilham mais O mundo roda e tudo muda num instante Procure a luz que vai te libertar Eu vejo aprendo e sou capaz De transformar o medo em algo irrelevante Sem grades pra me aprisionar Meus olhos hoje brilham mais Aquele beijo vindo intenso como antes, da luz que pode libertar Eu vejo penso e sou capaz De viajar no mundo todo num instante Sem apegos pra me ancorar Então dorme anjo Meu pensamento voa livre, leve e solto, Louco O universo inteiro conspira a nosso favor (2x) A natureza sempre traz Todas as formas pra se atingir o estado Os tormentos não vão te alcançar E nada é mais eficaz que o pensamento positivo amplificado Sem anseios pra te aprisionar Se você observar o mar Vai ver que a vida é mutante como a cidade Ninguém pode nos rotular Perder ganhar deixar rolar Intensidade agora em algo novo A vida tem que se renovar Então dorme anjo não vale a pena preocupar-se por tão pouco O universo inteiro conspira a nosso favor (2x)"
"Oba, Lá Vem Ela",Charlie Brown Jr,Acústico MTV - Charlie Brown Jr.,2003,"Oba lá vem ela Estou de olho nela Oba lá vem ela Estou de olho nela Não me importo que ela não me veja Não me importo que ela não saiba quem eu sou Pois eu sei muito bem quem ela é E fico contente só de ver Só de ver ela passar Oba lá vem ela Estou de olho nela Oba lá vem ela Estou de olho nela A noite é linda E ela mais ainda Todinha de rosa Mais linda, mais linda Que uma rosa  Oba lá vem ela Estou de olho nela Oba lá vem ela Estou de olho nela Não me importo que ela não me veja Não me importo que ela não saiba quem eu sou Pois eu sei muito bem quem ela é E fico contente só de ver Só de ver ela passar Oba lá vem ela Estou de olho nela Oba lá vem ela Estou de olho nela Eu não vou sair daqui sem ver ela sair da água Eu não vou sair daqui sem ver ela sair Não vou, gostosa."
Onde Está O Mundo Bom? (Living in L.A.),Charlie Brown Jr,Imunidade Musical,2005,"A miséria oprime a todos nós De quem é a culpa eles nunca falam O caos virou normal na rua e na TV Já nem me lembro quantos incidentes tristes passei Quantos sonhos o mundo já levou de você? Onde está o mundo bom que prometeram a você? Será que a vida é como deveria ser? Onde está o mundo bom que prometeram a você? Será que a vida é como deveria ser? Somos forçados a condutas e clichês Que a sociedade aprove e possa entender Eles te controlam, mas não podem ajudar você Quando precisar é quem vai olhar por mim Onde está o mundo bom que prometeram a você? Será que a vida é como deveria ser? May be one day I'm gonna live in L. A Wanna be no superstar But I wanna drive all the nice cars  (postado por Lima)"
"Onde Não Existe A Paz, Não Existe O Amor",Charlie Brown Jr,Imunidade Musical,2005,"Fico sem saber pra onde vou Quando vejo a situação do mundo em que estou Destilar meu ódio ou só falar de amor Sabe-se lá a diferença entre os olhos que enxergam E os que não querem enxergar Mas se eu berrar no microfone Que onde não existe a paz, não existe o amor A subida é longa e o chão é de pedra Dificuldade em domar as próprias feras Num mundo que se move nem sempre ao seu favor Você precisa ter coragem pra provar o seu valor Mas ao contrário da vontade esquecida por nóis dois O tempo não muda não deixa nada pra depois Mas se eu puder viver e amar intensamente Bem mais do que eu odeio tudo ao meu redor A gente tem que provar todos os dias quem a gente é... Fico sem saber pra onde vou Quando vejo a situação do mundo em que estou Destilar meu ódio ou só falar de amor Sabe-se lá a diferença entre os olhos que enxergam E os que não querem enxergar Mas se eu berrar no microfone Que onde não existe a paz, não existe o amor A subida é longa e a selva é de pedra Onde os valores apodrecem na miseria Um mundo que se move nem sempre a seu favor Você precisa ter coragem pra provar o seu valor E a vida é o que é e só ha um caminho, Quem não poi fé em si e em Deus esta sozinho. A gente tem que provar todos os dias quem a gente é. Dolarizando a bandeira, subvertendo a questão A marcha da falência dos valores da nação E quando o salvador é o próprio vilão Ele salva o velho mundo com uma bala de canhão Eu sou cachorro louco que anda solto no mundo Sem tempo pra ser nada além de vagabundo Eu vou com a galera até o topo do mundo Charlie Brown Rock' n' roll Skateboard Quebrando tudo Fico sem saber pra onde vou Quando vejo a situação do mundo em que estou"
